rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R98074515,b159807154,delores,lashonda,hughes,f,54,9/1/1966, 2115  hendy  main  road  carinya , freshwater  creek ,3216,vic, 03  7027  7530 ,hughes73@mail.com,bachelor-degree,ict-technician,77990, 2573  1041  0856  2489 ,28,2013-01-09t04:02+00:00
R77468099,h199704687,tristen,,burnette,f,26,25/12/1992, 42  Rowes  Road ,Maldon,3463,VIC, 03  3505  8011 ,tristen89@hotmail.com,masters-degree,education-professional,-9999, 0021  5719  5286  3952 ,9,2018-12-01T23:54+00:00
R85733559,i193535587,thomas,j,hughes,m,39,13/7/1981, 12  ballawinnie  road  freemasons  hme ,lindisfarne,7015,tas, 03  6469  5943 ,tpmfngojmo@aol.com,advance-diploma,ict-technician,92343, 2665  0346  4472  6625 ,20,2020-04-01t23:56+00:00
R57573251,h152177553,callie,shania,maddox,f,55,1/1/1965, 81  glaneuse  road  belbowrie , point  lonsdale ,3225,vic, 03  5099  5687 ,maddox15@mail.com,certificate-iv,ict-technician,119686, 0442  0711  7159  2321 ,25,2009-11-06t01:11+00:00
R24713100,a132411070,francine,mcduffee,jarrell,f,67,13/10/1953, 1  windeyer  road  black  hills ,mudgee,2850,nsw,,jarrell20@aol.com,senior-secondary-school,machinary-driver,17305, 0045  1228  0676  8458 ,47,2019-02-11t06:40+00:00
R53218547,d112783455,rene,medley,lang,f,62,20/7/1958, 1  burns  way  brindabella ,monbulk,3793,vic, 03  2101  9556 ,irbfhlrlmg@hotmail.com,certificate-i,clerical-worker,, 9858  8805  2582  4799 ,43,2020-02-26t23:59+00:00
R39118778,a117378891,jeremy,franklin,drye,m,67,11/1/1953, 12  mayfield  road  denbee ,dubbo,2830,nsw, 02  5182  0391 ,drye.jeremy@mail.com,graduate-certificate,legislator,130986, 0160  3792  0397  3559 ,46,2018-10-18t19:58+00:00
R46346656,c164465366,carole,miller,atwater,f,60,4/10/1960, 41  bungoona  road  broadwater  court ,kincumber,2251,nsw, 02  1722  8395 ,carole.atwater@mail.com.au,advance-diploma,ict-technician,80476, 9421  8601  4764  2973 ,41,2020-05-10t02:21+00:00
R75865091,b150618597,kathryn,harper,teta,f,24,4/11/1996, 284  castle  hill  road  nuffield  village , castle  hill ,2154,nsw, 02  6459  6676 ,teta.kathryn@aol.com,certificate-ii,construction-worker,69296, 2514  7621  7962  2597 ,5,2020-07-01t11:12+00:00
R74236144,g172414634,michael,austin,smith,m,38,5/5/1982, 6259  broken  hills  drive  araucaria  precinct , sanctuary  cove ,4212,qld, 07  5749  7112 ,michael5@aol.com,certificate-ii,other-worker,, 7403  0756  7713  4167 ,17,2018-04-15t05:25+00:00
R35446946,b144369645,tracy,batson,shiflett,f,51,5/10/1965, 10  Northcote  Street , Kurri  Kurri ,2327,NSW, 02  1638  1590 ,tracy.petracca@gmail.com,senior-secondary-school,other-labourer,13618, 5730  7101  6573  1016 ,36,2016-04-18T02:40+00:00
R62743271,a162471732,zemar,james,costantino,f,41,15/6/1979, 2  warrandyte  road  ebenezer  village ,langwarrin,3910,vic, 03  2885  2377 ,zemar.costantino@mail.com,certificate-iii,other-technician,148136, 5438  9986  6309  2796 ,22,2020-04-24t15:20+00:00
R69021368,g162901386,harvey,edward,martin,f,16,20/3/2004, 1395  blackgate  road  blackgate  cottage , freshwater  creek ,3216,vic,,harvey.martin@yahoo.com,senior-secondary-school,casual-worker,, 4870  8168  2550  7685 ,3,2020-07-07t19:31+00:00
R68895595,c195895658,malik,,mccoy,m,51,30/7/1969, 5  fifth  street  brigadoon  caravan  park , north  haven ,2443,nsw, 02  3241  0804 ,malik53@yahoo.com,bachelor-degree,legal-professional,143493, 2851  6686  4254  1383 ,32,2020-05-09t17:27+00:00
R22269107,i122291706,angelo,dore,hazz,m,44,10/7/1973, 2  museum  drive  old  timers , alice  springs ,0870,nt, 08  0386  1296 ,angelo42@yahoo.com,advance-diploma,other-technician,103750, 7235  0621  8110  1578 ,28,2017-08-05T04:08+00:00
R83521556,a152351568,jeffrey,joseph,mcmillan,m,33,5/11/1987, 252  judds  road  heathside ,judbury,7109,tas, 03  7289  0076 ,kthftfptoc@mail.com.au,advance-diploma,ict-technician,-9999, 2793  5043  2739  4963 ,14,2020-02-19t16:35+00:00
R84415368,f184381564,vicky,bucher,teague,f,61,20/6/1959, 155  kangaroo  ground  road  orroroo , wattle  glen ,3096,vic, 03  2368  2214 ,,certificate-ii,construction-worker,76619, 7791  8467  6430  0603 ,42,2020-01-13t04:03+00:00
R84475760,i184067547,joan,westfield,pitt,f,22,26/11/1998, 2  admiralty  drive  atlantis  east , paradise  waters ,4217,qld, 07  3531  5222 ,joan.pitt@gmail.com,diploma,ict-technician,-9999, 1904  3360  6232  3359 ,3,2020-03-01t21:03+00:00
R47523783,g137352748,brandon,george,vance,f,63,28/7/1957, 385  river  road  curraghdene  farms ,murchison,3610,vic, 03  4329  0057 ,brandon.vance@mail.com,senior-secondary-school,machinary-driver,17867, 7918  9208  1826  7591 ,44,2020-05-01t11:04+00:00
R10293621,e193101226,paul,leon,garner,f,38,22/3/1982, 3  Jinka  Street ,Tiwi,0810,NT, 08  3672  4427 ,paul.siler@mail.com,graduate-certificate,legislator,144133, 0051  1599  5243  7151 ,19,2020-02-13T02:32+00:00
R05922799,a159970922,gary,carol,oswalt,m,48,3/4/1972, 13  turners  road  ealing  park ,bittern,3918,vic, 03  2997  4784 ,oswalt.gary@aol.com,diploma,construction-worker,, 5371  6389  7204  0503 ,15,2006-09-03t24:37+00:00
R77497939,c197997374,michael,lee,cooper,m,26,1/11/1994, 4  shakespeare  street  the  shakespeare  b  &  b ,heathcote,3523,vic, 03  2863  3610 ,michael.cooper@hotmail.com,certificate-i,clerical-worker,43185, 8356  2465  8077  8001 ,3,2016-07-19t09:40+00:00
R26437437,i134677342,ernest,carroll,kinney,f,26,3/11/1994, 86  church  street  abervale  village ,grovedale,3216,vic, 03  9351  5692 ,dofqqpjjtd@hotmail.com,advance-diploma,education-professional,-9999, 6531  1255  8467  9436 ,7,2020-04-08t10:25+00:00
R31798352,g153189723,rodney,ralph,houston,f,26,27/9/1994, 25  hutt  street  apt  10 ,adelaide,5000,sa, 08  1748  2856 ,houston.rodney@aol.com,graduate-certificate,education-professional,119467, 6971  0086  1694  0620 ,6,2019-12-02t23:19+00:00
R25705437,a173254750,burmas,kimbal,monroe,m,27,25/8/1993, 115  halifax  road  barooka ,ingham,4850,qld, 07  7903  2484 ,monroe.burmas@mail.com,certificate-iv,engineering-worker,84334, 5382  9846  1499  7890 ,8,2020-01-17t01:48+00:00
R47588498,a187458894,ahmed,alexander,cravens,m,21,23/9/1999, 581  rhones  creek  road  blue  hills ,bowraville,2449,nsw, 02  9668  5940 ,ahmed95@mail.com.au,senior-secondary-school,factory-worker,11565, 3573  5865  8208  2828 ,2,2020-04-22t02:18+00:00
R87390984,a189037984,neil,charles,moten-tolson,m,40,4/7/1980, 250  baltimore  parade  karri  lodge ,merriwa,6030,wa, 08  1811  7847 ,neil100@yahoo.com,certificate-iv,other-technician,, 0057  0622  2953  4612 ,21,2020-03-13t15:16+00:00
R69100073,f171063009,calvin,tyler,morris,f,34,26/11/1986, 42  feetham  court  st  james  vlge ,heatley,4814,qld, 07  0361  3810 ,qmrjcrnonr@mail.com.au,diploma,other-technician,, 6728  1777  0121  7162 ,15,2020-01-01t12:13+00:00
R76044730,b147003674,bernardo,kenneth,christner,f,70,23/12/1950, 71  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261,nsw,,christner.bernardo@hotmail.com,certificate-iii,ict-technician,-9999, 6169  6733  2170  5188 ,51,2020-03-19t07:05+00:00
R56438143,f113534864,jason,franklin,prescott,m,53,9/11/1967, 18  kalkaringi  street  kalkarindji  community , victoria  river ,0852,nt, 08  7832  1659 ,jason.prescott@gmail.com,graduate-diploma,art-media-professional,118256, 3261  0812  7173  2781 ,34,2020-05-08t10:02+00:00
R44986973,f198494367,kelle,lauren,greeson,f,71,22/10/1949, 70  sheppard  street  warehouse ,hume,2620,act, 02  8535  0964 ,kelle50@mail.com,certificate-ii,personal-services-worker,-9999, 3854  3917  3307  7035 ,47,2015-02-13t23:56+00:00
R33968593,b139365983,anthony,garrett,strider,f,33,17/12/1987, 65  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486,nsw, 02  0828  2128 ,anthony.strider@mail.com,certificate-i,other-clerical-worker,31058, 1838  2645  8033  1673 ,13,2019-02-02t15:03+00:00
R79296713,e191967372,mildred,u,galloway,f,49,21/8/1971, 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  9100  0473 ,galloway96@mail.com.au,graduate-certificate,chief-executive,159667, 1005  0979  6822  7000 ,28,2018-12-17t20:41+00:00
R49479009,i104099749,gregory,wayne,sampson,f,27,28/9/1993, 12  minnesota  road  palm  springs  villa , wyong  north ,2259,nsw, 02  8193  0006 ,gregory.sampson@mail.com,advance-diploma,other-technician,77069, 1738  9984  0069  2847 ,5,2017-12-15t13:15+00:00
R56360877,g167785603,robert,scott,sprinkle,f,12,20/1/2005, 42  Martindale  Street ,Wallsend,2287,NSW, 02  3861  3274 ,sprinkle.robert@mail.com,secondary-school,n/a,-9999,n/a,0,2017-05-02T17:58+00:00
R63201489,c106831924,luther,edward,gilliam,f,53,1/3/1967, 33  ainslie  avenue  qbe  bldg , canberra  city ,2601,act, 02  5548  8204 ,gilliam23@aol.com,certificate-ii,health-support-worker,43294, 2918  8831  5702  8918 ,34,2020-06-18t23:04+00:00
R64856635,a164638655,jamie,lee,little,m,63,19/10/1957, 259  main  road  east  road , st  albans ,3021,vic, 03  6427  9467 ,jamie.little@mail.com.au,certificate-iv,other-worker,97294, 9326  1625  4177  0993 ,43,2019-11-17t14:51+00:00
R26608969,h166086929,cindy,j,wood,f,13,14/2/2007, 811  burwood  highway  amaroo  hostel , ferntree  gully ,3156,vic, 03  3571  3324 ,wood.cindy@yahoo.com,secondary-school,n/a,-9999,n/a,0,2020-03-09t06:38+00:00
R64829112,i114962821,margaret,elaine,taylor,f,79,28/6/1941, 1  tschampions  road  arawatta ,macclesfield,3782,vic, 03  1032  2841 ,margaret.taylor@gmail.com,certificate-i,re-tired,0, 8962  1249  2339  6781 ,45,2020-03-19t01:02+00:00
R47534038,g144805373,carl,john,mcgrath,f,37,5/10/1983, 1  milikapiti  street  snake  bay , melville  island ,0822,nt, 08  4841  1147 ,,masters-degree,manager,181646, 9821  1145  0791  7927 ,18,2020-06-16t24:54+00:00
R21362340,a132214306,jordan,douglas,blitvich,m,48,9/6/1972, 544  mole  creek  road  red  hills ,deloraine,7304,tas, 03  8896  0776 ,,senior-secondary-school,machinary-driver,18091, 2997  4859  8964  6133 ,29,2020-01-11t16:47+00:00
R76527480,d180756247,mark,dontavis,smith,m,23,2/8/1997, 2082  north  road  wynnum  road ,wynnum,4178,qld,,mark.smith@mail.com.au,certificate-ii,other-service-worker,, 4205  6367  2517  6836 ,4,2020-05-07t09:38+00:00
R82544370,a153844702,stacy,,jackson,f,43,21/10/1977, 199  menangle  street  picton  veterinary  hosptl ,picton,2571,nsw, 02  3463  2382 ,seqcmonbht@aol.com,certificate-iii,other-worker,, 1363  6701  7559  2711 ,23,2019-10-19t15:51+00:00
R34662141,e141413266,robert,dale,berkal,m,9,17/10/2009, 18  Clifford  Street ,Gordon,2072,NSW, 02  5188  8770 ,berkal92@mail.com.au,primary-school,n/a,-9999,n/a,0,2018-11-04T10:51+00:00
R32065359,g106593352,janusz,bernard,gregory,m,30,4/11/1990, 1  fairview  street  shirlara ,wandoan,4419,qld,,gregory66@yahoo.com,bachelor-degree,ict-professional,, 3561  3935  5755  5169 ,11,2020-02-05t08:45+00:00
R63770493,a136379740,judith,w,mahoney,f,21,9/10/1999, 36  brighton  road  aprt  6 , st  kilda ,3182,vic, 03  0573  2758 ,judith.mahoney@aol.com,diploma,other-technician,101571, 6968  3852  6071  1896 ,2,2020-05-11t19:02+00:00
R28059109,b181009952,lashannah,coppley,molloy,f,71,23/11/1949, 26  mitchell  street  mallam  chambers ,darwin,0800,nt, 08  5348  7649 ,,bachelor-degree,education-professional,92690, 5361  1773  5006  6054 ,52,2020-04-15t09:56+00:00
R89738225,d152238879,shirley,marie,bradley,f,21,26/12/1999, 41  blue  mantle  road  ottiwell , mount  mcdonald ,2793,nsw, 02  1508  6552 ,ikfqsqrioh@mail.com.au,certificate-iii,other-technician,92795, 5940  4807  1093  8411 ,2,2020-02-11t02:30+00:00
R17160980,b189107610,lester,george,jakab,m,64,21/4/1956, 4  chevron  rise  seaview ,nerang,4211,qld, 07  2495  7478 ,jakab73@mail.com.au,certificate-i,clerks,47009, 9140  9363  8455  0158 ,45,2020-04-18t04:31+00:00
R81044228,i104482821,robert,e,strickland,f,60,25/11/1960, 23  teranca  road  riverside  gdns ,mandurah,6210,wa, 08  1389  1864 ,strickland.robert@mail.com.au,certificate-i,clerical-worker,, 0165  2421  4414  0918 ,41,2020-05-22t10:38+00:00
R52404423,f144232450,harry,lavon,bellows,m,78,4/10/1942, 11  winser  crescent  denture  clnc ,kambah,2902,act, 02  0633  0676 ,bellows89@yahoo.com,bachelor-degree,re-tired,0, 6966  4006  2252  1751 ,45,2020-06-10t11:36+00:00
R04494266,e144946206,phyllis,,southard,f,27,31/3/1993, 57  birch  road  adeline  vlge ,wyoming,2250,nsw,,southard.phyllis@mail.com.au,certificate-iii,engineering-worker,82774, 6121  3672  9586  2011 ,1,2013-07-13t17:29+00:00
R23535951,a195325513,homer,antonio,sheppard,f,57,18/12/1963, 126  laidlaw  street  eldee ,dayboro,4521,qld, 07  0798  6591 ,homer.sheppard@hotmail.com,bachelor-degree,other-technician,80749, 8545  6633  4656  9844 ,38,2020-04-05t21:35+00:00
R98186906,b169889106,phillip,reilly,mcqueen,f,21,2/1/1999, 195  white  hills  road  chamomile ,forcett,7173,tas, 03  0319  3517 ,phillip.mcqueen@mail.com.au,secondary-school,taxi-driver,, 9654  3168  4966  7310 ,2,2020-05-01t22:12+00:00
R40410518,d114501048,stephen,david,bennett,f,32,31/10/1988, 70  carr  street  illalong , barwon  heads ,3227,vic, 03  6852  5551 ,stephen.bennett@aol.com,certificate-ii,personal-services-worker,34436, 6945  4203  2067  4468 ,10,2017-08-25t14:51+00:00
R38179014,g110138974,elizabeth,annette,grubb,f,33,28/1/1984, 253  blackwall  road  villa  1 , woy  woy ,2256,nsw, 02  1238  1374 ,grubb34@yahoo.com,certificate-ii,health-support-worker,, 3466  9299  5035  6905 ,16,2016-08-24T16:39+00:00
R54488517,b154148875,blake,bush,perry,f,49,8/1/1967, 98  bruce  highway  pacific  palms ,burpengary,4505,qld, 07  3891  8004 ,cnbifcknqo@hotmail.com,certificate-ii,automotive-worker,69624, 6052  0967  9616  9155 ,34,2016-03-16T13:13+00:00
R22558032,a152320285,tashara,feruson,onufrak,f,57,2/11/1963, 7  kendle  close  pelican  point ,bunbury,6230,wa, 08  7451  6467 ,tashara.onufrak@aol.com,senior-secondary-school,clerks,32495, 6101  6144  0823  2237 ,38,2020-06-27t24:58+00:00
R86420474,a186244047,michelle,isley,dixon,f,81,4/10/1939, 4  south  buninyong  road  logie  brae ,dubbo,2830,nsw, 02  9989  0154 ,dixon.michelle@aol.com,certificate-iv,other-worker,-9999, 2741  8623  7021  3716 ,54,2012-05-01t07:11+00:00
R89055203,f130582095,edward,vincent,hudspeth,m,27,23/11/1993, 3  Clarke  Crescent , Rapid  Creek ,0810,NT,,jlamoehqpj@aol.com,certificate-i,secretary,, 9622  1574  1204  9236 ,4,2016-04-20T20:42+00:00
R93068851,d185163908,allison,,armwood,f,10,1/8/2007, 81  Autumn  Street ,Orange,2800,NSW, 02  1909  5780 ,allison20@mail.com,secondary-school,n/a,,n/a,0,2017-01-05T10:04+00:00
R67320117,i127370611,kim,michael,goldman,m,21,18/10/1999, 5  cedar  street  island  caravan  village , anna  bay ,2316,nsw, 02  0549  5698 ,ffcmpprnjd@gmail.com,diploma,construction-worker,57171, 7930  1512  4744  7116 ,2,2020-03-16t11:05+00:00
R56732118,d115386217,ronald,woodward,criss,f,19,4/7/2001, 315  rockley  road  kawana ,perthville,2795,nsw, 02  9837  4847 ,,diploma,engineering-worker,85084, 8814  3910  4305  7809 ,0,2020-04-27t20:51+00:00
R39890539,g183993905,catherine,danielle,scotland,f,73,22/5/1947, 98  ce  smith  drive  st  james  village ,heatley,4814,qld,,,bachelor-degree,art-media-professional,-9999, 5429  0666  1526  1008 ,54,2020-07-03t24:50+00:00
R07698642,g160427698,marie,renee,brooks,f,29,4/11/1991, 46  frazer  road  villa  3 , long  jetty ,2261,nsw,,marie.brooks@mail.com,certificate-iv,other-worker,80648, 5240  4309  2164  7157 ,8,2018-09-21t20:04+00:00
R39356509,g135953960,william,,estes,m,23,15/11/1997, 78  carr  street  frost  mews , barwon  heads ,3227,vic,,william.estes@mail.com.au,certificate-i,other-clerical-worker,45145, 3652  1587  4235  0002 ,4,2020-01-06t02:40+00:00
R50220831,a122503801,timothy,f,gobble,m,41,15/12/1979, 61  silkes  road  olive  lodge ,paradise,5075,sa, 08  9985  3204 ,iqbaghqbnf@yahoo.com,masters-degree,ict-professional,121220, 1651  1593  7394  1982 ,22,2020-01-23t19:22+00:00
R69349866,f196349866,shawanda,denaisha,troublefield,f,52,30/12/1968, 8  armitage  court  tallowood  park ,nunderi,2484,nsw,,troublefield35@mail.com,certificate-iii,engineering-worker,64835, 7510  1608  7696  5826 ,32,2019-07-25t24:54+00:00
R53952574,g159534275,stephen,,bridgers,f,58,10/7/1962, 97  albany  creek  road  villa  4 ,aspley,4034,qld, 07  0266  4209 ,,senior-secondary-school,factory-worker,-9999, 3128  6924  3018  0438 ,39,2020-07-06t10:51+00:00
R28023188,e102818382,tai,james,marziale,f,22,21/6/1998, 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,0810,nt, 08  2627  6384 ,marziale.tai@mail.com,bachelor-degree,other-technician,88616, 6307  2432  3876  9585 ,3,2020-06-15t09:50+00:00
R85054947,f155404897,robert,alan,byrd,m,40,8/3/1980, 27  waveney  street  cosgrove  park , launceston  south ,7249,tas,,robert70@aol.com,certificate-i,secretary,, 0583  4310  7090  4215 ,21,2020-05-19t14:49+00:00
R25501415,c155024115,jacqueline,marie,shirley,f,66,13/3/1954, 107  maud  street  rosetta  village , victor  harbor ,5211,sa, 08  3725  5565 ,shirley.jacqueline@yahoo.com,certificate-ii,construction-worker,64243, 9190  5911  4409  2617 ,46,2019-07-24t16:56+00:00
R58414736,f165744381,brian,dennis,mcdaniel,m,38,25/6/1982, 887  swanston  street  newman  college ,parkville,3052,vic, 03  7410  8240 ,mcdaniel.brian@gmail.com,bachelor-degree,other-technician,, 6263  2640  2254  8611 ,18,2019-01-20t22:58+00:00
R56207979,f127079695,wayne,edward,ramsey,m,69,25/12/1951, 68  hotham  street  the  shed ,traralgon,3844,vic, 03  3897  8288 ,,certificate-iv,construction-worker,73087, 2323  7538  9190  8626 ,45,2015-12-03t21:30+00:00
R17496158,h149511867,matthew,joseph,goelz,m,61,16/2/1959, 37  ballater  street  endless  summer , sunnybank  hills ,4109,qld, 07  6560  6507 ,bbsnfptone@yahoo.com,certificate-ii,construction-worker,-9999, 1893  8129  4266  6751 ,42,2020-07-18t20:01+00:00
R55553860,i158035556,miriam,b,best,f,38,15/7/1982, 1  leura  lane  watersley  cottage ,hamilton,3300,vic, 03  8282  8028 ,miriam29@mail.com,certificate-iii,ict-technician,-9999, 3268  8379  2669  7327 ,17,2018-02-08t05:15+00:00
R08325880,b183085820,sandra,,matkins,f,36,4/8/1984, 11  rosedale  avenue  flt  9 , glen  huntly ,3163,vic, 03  4173  6840 ,matkins99@mail.com,graduate-diploma,health-professional,91524, 7133  3051  5013  0538 ,12,2015-04-07t24:17+00:00
R12670020,i126100072,robert,david,mccreadie,m,2,3/5/2014, 149  Patrick  Street , West  Hobart ,7000,TAS, 03  1720  8001 ,,primary-school,n/a,0,n/a,0,2016-10-19T11:57+00:00
R60506453,a160054635,alan,,whisnant,f,29,26/8/1991, 27  harbour  road  lancaster  towers ,hamilton,4007,qld, 07  7031  7056 ,,advance-diploma,education-professional,83737, 7833  7034  5715  8070 ,10,2020-05-05t08:50+00:00
R98675901,c190956871,edward,joseph,george,m,67,11/12/1953, 5  laburnum  street  the  terrace ,blackburn,3130,vic, 03  2472  7088 ,george100@aol.com,certificate-iv,ict-technician,145274, 2571  4482  4054  0808 ,48,2020-04-19t18:40+00:00
R24159024,i191452240,anthony,c,gardner,m,75,13/7/1945, 10  reef  street  railway  cottage ,maldon,3463,vic, 03  0264  7283 ,anthony64@aol.com,certificate-ii,other-service-worker,57624, 6944  0714  9342  9040 ,56,2020-05-07t07:26+00:00
R62891671,e116726819,selena,nicole,brown,f,54,7/6/1965, Upper  Gilston  Road ,Gilston,4211,QLD,,selena12@aol.com,graduate-certificate,legislator,105469, 8768  2182  9773  7433 ,36,2019-07-17T16:09+00:00
R18106235,f112560183,kenneth,david,caldwell,m,23,9/10/1997, 40  breen  street  lakeview ,murtoa,3390,vic, 03  5081  2140 ,kenneth.caldwell@yahoo.com,secondary-school,cleaner,13918, 9786  8775  3187  1057 ,4,2020-03-20t15:59+00:00
R10225856,f158012265,larry,d,kaiser,m,29,23/11/1991, 973  gold  coast  highway  royal  palm , palm  beach ,4221,qld,,oncrrjnpnn@yahoo.com,certificate-iii,other-worker,-9999, 6104  3833  3246  5704 ,9,2019-06-12t24:30+00:00
R99404140,a109144490,victoria,ann,burris,f,74,25/8/1946, 48  rylah  crescent  wanniassa  shopping  cntre ,wanniassa,2903,act, 02  5977  9031 ,burris.victoria@mail.com.au,graduate-diploma,chief-executive,101807, 8125  3647  0414  0544 ,55,2020-02-15t01:16+00:00
R25107212,h152121027,dana,mark,twiford,m,72,23/6/1948, 188  high  street  indigo  court ,rutherglen,3685,vic, 03  6447  2407 ,dana.twiford@mail.com,diploma,other-worker,67499, 4607  4554  9491  4340 ,52,2019-01-15t16:33+00:00
R87765292,g152796287,jason,u,smith,m,15,27/6/2005, 450  stewarts  road  southertons ,outtrim,3951,vic,,smith.jason@mail.com.au,secondary-school,n/a,-9999,n/a,0,2020-03-15t02:01+00:00
