rec_id_edu,ssn,first_name_edu,middle_name_edu,last_name_edu,gender_edu,current_age,birth_date_edu,street_address_edu,suburb_edu,postcode_edu,state_edu,phone_edu,email_edu,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id_med,first_name_med,middle_name_med,last_name_med,gender_med,age_at_consultation,birth_date_med,medicare_number,street_address_med,suburb_med,postcode_med,state_med,phone_med,email_med,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
R85845420,d145524880,leaf,ronel,johnston,f,27.0,30/7/1993, 61  davies  road  brownsgate ,snug,7054.0,tas, 03  0182  3737 ,johnston.leaf@mail.com,senior-secondary-school,farm-worker,10294.0, 3890  7691  7932  8634 ,7.0,2019-10-18t14:58+00:00,rec-95990,leaf,,johnston,f,23.0,30/7/1993, 4604  84739  1  2 , 61  davies  road  brownsgate ,snug,7054.0,tas, 03  0182  3737 ,johnston.leaf@mail.com,married-de-facto,167.0,79.0,28.326580372189753,81.0,215.0,0.0,pneumonia,2016-09-20t23:29+00:00
R86485716,g151868647,lakendrick,eric,gray,f,53.0,19/5/1967, 9  cavenagh  street  national  mutual  centre ,darwin,800.0,nt, 08  0471  0257 ,lakendrick.gray@mail.com.au,graduate-certificate,legal-professional,, 8815  9170  1737  1462 ,34.0,2020-07-22t19:44+00:00,,,,,,,,,,,,,,,,,,,,,,,
R24689286,a148892626,michael,wayne,pettiford,f,62.0,18/8/1954, 15  Marks  Street ,Belmont,2280.0,NSW, 02  7403  3223 ,,certificate-iii,engineering-worker,79819.0, 7006  7738  2009  3426 ,45.0,2014-09-20T04:21+00:00,,,,,,,,,,,,,,,,,,,,,,,
R56782948,h165298784,james,alan,kues,f,29.0,23/5/1991, 600  rushforth  road  warriwillah , south  grafton ,2460.0,nsw, 02  7699  7955 ,rqinstqpfl@mail.com,certificate-iii,other-technician,101099.0, 2277  1943  5086  4871 ,10.0,2020-05-12t09:04+00:00,rec-86345,james,alan,kues,f,25.0,23/5/1991, 6375  62023  1  2 , 14  valla  road  laurel  vale  poll  hereford  stud ,valla,2448.0,nsw, 02  7699  7955 ,,separated,181.0,123.0,37.544641494459874,73.0,202.0,0.0,arthritis-(r)-knee,2016-10-24t02:43+00:00
R88050777,e108777058,rahman,glenn,grant,m,57.0,28/12/1963, 107  violet  town  road  belmont  north  hig , belmont  north ,2280.0,nsw, 02  0576  8138 ,cgjpbcmbbc@aol.com,advance-diploma,ict-technician,145806.0, 2933  4659  2159  5857 ,38.0,2020-04-21t03:04+00:00,rec-54862,rahman,glenn,grant,m,53.0,28/12/1963, 5441  23513  1  1 , 5  diggings  terrace  silverwood , thredbo  village ,,nsw,,cgjpbcmbbc@aol.com,married,193.0,75.0,20.13476871862332,79.0,121.0,0.0,fall,2016-04-08t24:11+00:00
R61480164,b184011646,john,franklin,glaspie,m,69.0,15/11/1951, 18  commodore  drive  kings  row  south , paradise  waters ,4217.0,qld, 07  4711  1448 ,,certificate-i,health-support-worker,67403.0, 6318  6151  6598  5023 ,50.0,2020-05-18t04:16+00:00,rec-16103,john,franklin,glaspie,m,64.0,15/11/1951, 8669  97165  1  2 , 3459  ironpot  road  stoneleigh ,ironpot,4610.0,qld,,john29@gmail.com,not-married,188.0,143.0,40.459483929379815,74.0,174.0,0.0,dizziness,2015-10-03t09:57+00:00
R98166865,i166591886,linda,l,moore,f,53.0,21/10/1967, 104  crown  street  heard  mcewan  building ,wollongong,2500.0,nsw, 02  7919  9103 ,moore.linda@mail.com.au,advance-diploma,ict-technician,9999.0, 9120  4871  2598  6627 ,34.0,2020-05-02t18:49+00:00,,,,,,,,,,,,,,,,,,,,,,,
R22043312,c123430212,kevin,c,siciliano,m,60.0,30/6/1960, 20  clarke  street  flt  12 ,bowral,2576.0,nsw, 02  1924  1976 ,kevin.siciliano@yahoo.com,certificate-iv,ict-technician,9999.0, 0025  7396  7316  0396 ,39.0,2018-01-11t23:44+00:00,rec-15190,kevin,c,siciliano,m,55.0,30/6/1960, 3595  77582  1  1 , 20  clarke  street  flt  12 ,bowral,,nsw, 02  1924  1976 ,,married-de-facto,198.0,127.0,32.39465360677482,75.0,181.0,1.0,diarrhea,2015-08-02t04:13+00:00
R08045886,h146808805,byron,linsdell,henkel,f,23.0,23/9/1997, 1  tucklan  road  olive  lodge ,birriwa,2844.0,nsw, 02  9752  9346 ,byron6@hotmail.com,bachelor-degree,other-technician,9999.0, 6848  3526  7913  7095 ,4.0,2020-03-19t18:42+00:00,rec-75831,byron,linsdell,henkel,f,19.0,23/9/1997, 7328  21848  1  3 , 1  ten  mile  road  marrawarra ,deepwater,2371.0,nsw, 02  9752  9346 ,byron6@hotmail.com,married,183.0,75.0,22.395413419331717,77.0,138.0,0.0,htn,2016-01-20t23:49+00:00
R52244422,f125422244,jerry,stuart,barrett,m,69.0,5/4/1951, 14  blues  point  road  blues  point  twr , mcmahons  point ,2060.0,nsw, 02  1048  9319 ,barrett.jerry@mail.com.au,graduate-diploma,ict-professional,9999.0, 5213  1819  4229  8702 ,47.0,2017-01-22t22:23+00:00,rec-13625,jerry,stuart,barrett,m,65.0,5/4/1951, 5091  51140  2  1 , 14  blues  point  road  blues  point  twr , mcmahons  point ,2060.0,nsw, 02  1048  9319 ,barrett.jerry@mail.com.au,not-married,173.0,112.0,37.421898493100336,70.0,160.0,1.0,atrophic-vaginitis,2016-04-08t04:22+00:00
R86503322,i162308253,christopher,riley,farmer,f,8.0,22/5/2012, 11  allen  street  karinya  gardns , port  kembla ,2505.0,nsw, 02  8569  4185 ,christopher23@gmail.com,primary-school,,9999.0,,0.0,2020-01-12T08:01+00:00,,,,,,,,,,,,,,,,,,,,,,,
R97503197,g135997017,lucille,p,tinsley,f,27.0,11/2/1993, 3  Tralee  Way ,Waterford,6152.0,WA, 08  5683  2557 ,lucille.tinsley@hotmail.com,diploma,ict-technician,9999.0, 7259  4213  5897  2928 ,8.0,2020-09-07T14:53+00:00,,,,,,,,,,,,,,,,,,,,,,,
R19831631,a113311698,george,,chapman,m,53.0,8/4/1967, 58  toffolis  road  the  cottage ,claremont,7011.0,tas, 03  5259  6950 ,chapman.george@mail.com,secondary-school,factory-worker,14298.0, 4393  1052  2429  5410 ,34.0,2020-06-04t14:14+00:00,rec-63114,george,jack,chapman,m,49.0,8/4/1967, 4988  82584  2  2 , 58  toffolis  road  the  cottage ,claremont,7011.0,tas,,chapman.george@mail.com,married-de-facto,186.0,72.0,20.811654526534856,77.0,187.0,0.0,started-on-medication-for-diabetes,2016-03-22t11:50+00:00
R06300603,i130060630,andra,delphine,long,f,9.0,18/8/2011, 250  baltimore  parade  karri  lodge ,merriwa,6030.0,wa, 08  4346  4281 ,kefdlaanqc@aol.com,primary-school,,0.0,,0.0,2020-03-17t11:51+00:00,rec-64319,andra,,long,m,9.0,18/8/2011, 5674  19726  2  2 , 250  baltimore  parade  karri  lodge ,merriwa,6030.0,wa,,kefdlaanqc@aol.com,,138.0,27.0,14.177693761814748,68.0,207.0,0.0,squamous-cell-lesion-on-nose,2020-02-25t11:09+00:00
R46436262,i136422664,danny,lee,basra,f,37.0,16/10/1980, 116  Cascade  Road , South  Hobart ,7004.0,TAS, 03  2933  8598 ,basra.danny@aol.com,certificate-iv,other-technician,149389.0, 4404  3022  9784  3470 ,20.0,2016-09-24T17:56+00:00,,,,,,,,,,,,,,,,,,,,,,,
R90345385,a184335950,larry,george,callahan,f,23.0,30/6/1997, 41  muntenpen  street  chippendale ,leeton,2705.0,nsw, 02  9142  5648 ,,senior-secondary-school,clerical-worker,42660.0, 4490  7534  2610  8442 ,4.0,2020-04-22t12:43+00:00,rec-73765,larry,george,callahan,f,22.0,30/6/1997, 8540  57593  1  3 , 41  muntenpen  street  chippendale ,leeton,2705.0,nsw, 02  9142  5648 ,,not-married,169.0,116.0,40.61482441090999,63.0,113.0,1.0,elevated-mood,2019-01-11t05:55+00:00
R28453925,b128359245,william,c,godwin,f,22.0,6/10/1998, 1  timboon  road  terang  road ,dixie,3265.0,vic, 03  5617  7312 ,william72@aol.com,certificate-ii,construction-worker,72550.0, 7139  5079  2326  1319 ,3.0,2020-01-05t18:03+00:00,rec-81203,william,c,godwin,f,17.0,6/10/1998, 5921  93318  1  2 , 1  timboon  road  terang  road ,dixie,,vic, 03  5617  7312 ,william72@aol.com,not-married,179.0,98.0,30.585811928466654,78.0,240.0,0.0,shortness-of-breath-on-exertion,2015-01-15t23:31+00:00
R33055883,d105338358,kevin,eric,miller,f,71.0,11/4/1949, 7  keith  lane  level  one , fannie  bay ,820.0,nt, 08  3449  6782 ,miller.kevin@hotmail.com,certificate-ii,automotive-worker,61159.0, 5029  6489  3133  7132 ,52.0,2020-02-04t02:20+00:00,rec-88198,kevin,eric,miller,f,65.0,11/4/1949, 1285  91731  2  2 , 7  keith  lane  level  one , fannie  bay ,820.0,nt,,,married,176.0,120.0,38.739669421487605,72.0,143.0,0.0,anxiety,2014-12-25t16:40+00:00
R91551588,i185581519,jeffrey,forrest,ward,f,67.0,13/11/1953, 40  kaolin  road  virginia  estate ,virginia,835.0,nt, 08  3737  6847 ,ward.jeffrey@gmail.com,senior-secondary-school,farm-worker,15642.0, 0787  9611  1546  7081 ,48.0,2020-03-19t04:49+00:00,rec-91227,jeffrey,forrest,ward,f,67.0,13/11/1953, 6720  27986  1  2 , 40  kaolin  road  virginia  estate ,virginia,,nt, 08  3737  6847 ,,not-married,175.0,120.0,39.183673469387756,74.0,188.0,0.0,wandering,2020-07-04t02:04+00:00
R20843326,i164302238,vijay,james,obi,m,52.0,13/8/1968, 166  wattle  crescent  white  gate ,glossodia,2756.0,nsw,,qlbtntfldc@hotmail.com,certificate-iii,ict-technician,133858.0, 9301  0313  5102  3977 ,33.0,2020-05-06t06:48+00:00,rec-14244,vijay,james,obi,m,48.0,13/8/1968, 7227  98068  2  2 , 166  wattle  crescent  white  gate ,glossodia,2756.0,nsw, 02  9139  0134 ,qlbtntfldc@hotmail.com,divorced,180.0,96.0,29.629629629629626,76.0,162.0,1.0,fall,2016-11-11t18:16+00:00
R57662844,c178454266,kale,g,howie,m,21.0,30/6/1999, 141  pacific  pines  boulevard  montebello ,gaven,4211.0,qld, 07  3379  2155 ,howie66@mail.com.au,certificate-iii,construction-worker,, 1585  2259  3281  3740 ,2.0,2020-06-04t06:29+00:00,rec-37654,kale,g,howie,m,20.0,30/6/1999, 1361  37592  2  2 , 141  pacific  pines  boulevard  montebello ,gaven,4211.0,qld, 07  3379  2155 ,howie66@mail.com.au,not-married,199.0,99.0,24.999368702810536,64.0,80.0,0.0,lower-back-pain,2019-04-12t17:53+00:00
R87268884,e128878468,o,bernard,root,m,24.0,17/7/1996, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  9581  0029 ,o49@aol.com,certificate-i,health-support-worker,49108.0, 1884  5087  6518  5864 ,5.0,2020-04-01t04:25+00:00,rec-30904,o,bernard,root,m,22.0,17/7/1996, 4025  97013  1  2 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  9581  0029 ,o49@aol.com,separated,187.0,99.0,28.310789556464293,70.0,224.0,1.0,right-breast-carcinoma,2018-10-13t19:07+00:00
R66702652,c105672626,john,l,deleon,m,9.0,1/10/2011, 17  mallam  crescent  john  hawkins  court , alice  springs ,870.0,nt, 08  8200  0340 ,john36@mail.com.au,primary-school,,0.0,,0.0,2020-01-13t22:04+00:00,,,,,,,,,,,,,,,,,,,,,,,
R53839949,d135993489,gale,l,radford,f,29.0,8/9/1990, 44  Davey  Street ,Parkdale,3194.0,VIC, 03  8657  1494 ,radford.gale@aol.com,senior-secondary-school,taxi-driver,15259.0, 3849  9981  3379  2501 ,11.0,2019-01-04T21:11+00:00,,,,,,,,,,,,,,,,,,,,,,,
R72478315,e112453877,diana,staples,brasher,f,32.0,9/1/1988, 3  ovens  street  aprt  6  georgetown  aprt ,griffith,2603.0,act, 02  6229  8299 ,,advance-diploma,art-media-professional,, 2850  3654  6981  1582 ,13.0,2020-06-11t12:05+00:00,rec-62604,diana,staples,brasher,f,28.0,9/1/1988, 6159  64031  2  1 , 3  ovens  street  aprt  6  georgetown  aprt ,griffith,2603.0,act,,acngomntnq.mail.com.au,not-married,172.0,90.0,30.42184964845863,76.0,111.0,0.0,low-energy,2016-01-21t12:06+00:00
R66523382,b123632865,stacie,menscer,smith,f,71.0,16/6/1949, 218  Auckland  Street ,Gladstone,4680.0,QLD, 07  8021  5315 ,stacie.smith@mail.com,senior-secondary-school,cleaner,16396.0, 1623  7366  7603  3175 ,49.0,2017-05-11T12:20+00:00,,,,,,,,,,,,,,,,,,,,,,,
R52319265,c156129325,dolores,mcgeorge,westphal,f,61.0,22/5/1959, 179  tench  avenue  nepean  shores  vlge ,penrith,2750.0,nsw, 02  2825  9453 ,westphal.dolores@yahoo.com,advance-diploma,other-technician,9999.0, 7587  4107  8979  4497 ,42.0,2020-01-15t17:44+00:00,rec-46538,dolores,mcgeorge,westphal,f,56.0,22/5/1959, 6679  23865  2  1 , 179  tench  avenue  nepean  shores  vlge ,penrith,2750.0,nsw, 02  2825  9453 ,westphal.dolores.yahoo.com,not-married,199.0,98.0,24.74684982702457,73.0,217.0,1.0,musculoskeletal---right-knee-pain,2017-06-14t16:45+00:00
R54765441,i117546445,danell,louis,motley,f,10.0,15/2/2010, 148  oxford  street  four  square  supermarket , cambridge  park ,2747.0,nsw, 02  3833  1402 ,motley.danell@aol.com,primary-school,,0.0,,0.0,2020-03-20t17:09+00:00,rec-72786,danell,louis,motley,f,7.0,15/2/2010, 3051  34013  2  3 , 148  oxford  street  four  square  supermarket , cambridge  park ,2747.0,nsw, 02  3833  1402 ,motley.danell.aol.com,,147.0,37.0,17.122495256606044,82.0,163.0,0.0,mild-headache-post-lumbar-puncture-procedure-and-av5-pet-scan,2020-01-16t20:38+00:00
R95657278,h179862755,mark,tishua,lampman,m,56.0,18/1/1964, 138  mahers  hill  road  wattle  park ,gilgandra,2827.0,nsw, 02  7383  7331 ,mcslgapsbf@aol.com,advance-diploma,other-technician,70491.0, 1903  8353  4783  1281 ,37.0,2020-03-03t13:04+00:00,rec-39737,mark,tishua,lampman,m,49.0,18/1/1964, 5268  39345  1  2 , 138  mahers  hill  road  wattle  park ,gilgandra,,nsw,,mcslgapsbf@aol.com,separated,193.0,134.0,35.974120110607,76.0,189.0,0.0,fall,2013-09-12t05:41+00:00
R40375424,a144537024,laura,slaughter,seibold,f,18.0,20/6/2002, 70  prince  street  carinya ,orange,2800.0,nsw, 02  4724  4305 ,laura4@gmail.com,senior-secondary-school,casual-worker,0.0, 4356  7921  6495  5631 ,1.0,2020-05-14t19:25+00:00,rec-60122,laura,slaughter,seibold,f,15.0,20/6/2002, 4183  89356  1  3 , 70  prince  street  carinya ,orange,,nsw, 02  4724  4305 ,laura4@gmail.com,,165.0,91.0,33.425160697887975,75.0,147.0,0.0,crying,2017-11-16t24:10+00:00
R97353698,h187695933,michael,b,araujo,f,54.0,25/6/1966, 17  durack  avenue  original ,lyndhurst,3975.0,vic, 03  7471  6391 ,michael.araujo@gmail.com,diploma,other-technician,9999.0, 2830  0359  3242  5644 ,35.0,2020-07-22t07:06+00:00,rec-75984,michael,b,araujo,f,49.0,25/6/1966, 5731  11693  2  2 , 70  terrigal  drive  bungalow  caravan  park ,terrigal,2260.0,nsw, 02  6825  9146 ,michael.araujo@gmail.com,married,173.0,137.0,45.77500083531023,70.0,208.0,0.0,aggitation,2015-07-23t02:39+00:00
R23266460,h104636226,shenna,marie,barnes,f,63.0,14/10/1957, 31  coreen  avenue  st  stevens  retirement  village ,penrith,2750.0,nsw, 02  8286  4397 ,,diploma,other-technician,104392.0, 3242  0470  8264  6223 ,41.0,2017-01-25t12:22+00:00,rec-21456,shenna,,barnes,f,59.0,14/10/1957, 8635  94121  1  1 , 31  coreen  avenue  st  stevens  retirement  village ,penrith,2750.0,nsw, 02  8286  4397 ,shenna.barnes@hotmail.com,married,173.0,142.0,47.44562130375221,75.0,122.0,0.0,basal-cell-carcinoma,2016-04-07t17:38+00:00
R93736679,c173763969,jennifer,marie,wilson,f,66.0,4/6/1954, 164  scaysbrook  drive  brentwood  village ,kincumber,2251.0,nsw,,obippidiin@gmail.com,advance-diploma,ict-technician,97684.0, 8356  1880  6370  9285 ,41.0,2014-04-11t02:44+00:00,rec-7746,jennifer,marie,wilson,m,64.0,4/6/1954, 8402  66225  1  2 , 164  scaysbrook  drive  brentwood  village ,kincumber,2251.0,nsw,,,married,173.0,67.0,22.386314277122523,76.0,149.0,0.0,bilateral-glaucoma,2018-12-27t04:16+00:00
R07434087,b108043774,matthew,joseph,smith,f,53.0,3/12/1967, 309  pyramul  road  buskett  homestead ,windeyer,2850.0,nsw, 02  3217  1080 ,matthew92@hotmail.com,bachelor-degree,other-technician,, 9098  8954  2533  2185 ,34.0,2020-04-20t02:49+00:00,rec-88361,matthew,joseph,smith,f,46.0,3/12/1967, 4144  36729  2  2 , 939  black  hills  road  westview ,gretna,,tas, 03  5809  0905 ,matthew92@hotmail.com,married,186.0,128.0,36.99849693606197,71.0,167.0,1.0,vomiting,2013-02-14t22:55+00:00
R14180553,c140115835,steven,tarvar,kehinde,m,23.0,26/11/1997, 18  paraka  court  mountain  creek  estate ,mooloolaba,4557.0,qld, 07  0961  0861 ,steven86@hotmail.com,certificate-ii,engineering-worker,57073.0, 7440  7004  6217  6724 ,4.0,2020-02-13t15:50+00:00,rec-17971,steven,tarvar,kehinde,m,14.0,26/11/1997, 8936  53257  2  3 , 96  grayson  drive  clarendon ,scoresby,3179.0,vic,,,separated,177.0,99.0,31.600114909508758,75.0,115.0,0.0,pneumonia,2014-02-26t20:30+00:00
R89081774,e197780418,carl,lee,graham,f,43.0,30/5/1977, 1  lowes  road  hi-lo  view ,congewai,2325.0,nsw, 02  8656  2393 ,carl.graham@yahoo.com,diploma,ict-technician,77488.0, 5908  4582  5652  7458 ,15.0,2011-10-05t04:25+00:00,rec-90618,carl,lee,graham,f,39.0,30/5/1977, 3237  61850  2  2 , 1  lowes  road  hi-lo  view ,congewai,2325.0,nsw, 02  8656  2393 ,,married,192.0,89.0,24.14279513888889,75.0,206.0,1.0,pain-in-right-flank,2016-03-07t19:16+00:00
R46019319,i190136914,uriah,lee,standridge,m,73.0,25/11/1947, 677  bolinda  road  the  boreen , darraweit  guim ,3756.0,vic, 03  8056  7609 ,standridge.uriah@gmail.com,advance-diploma,legal-professional,104643.0, 4111  4203  3418  3215 ,54.0,2020-01-19t10:54+00:00,,,,,,,,,,,,,,,,,,,,,,,
R14434693,i113394644,dorothy,r,bell-exum,f,61.0,11/1/1959, 1  moore  street  forest  place ,taringa,4068.0,qld, 07  9450  3569 ,bell-exum48@hotmail.com,bachelor-degree,education-professional,107575.0, 1220  2611  5950  6145 ,42.0,2020-02-04t17:36+00:00,rec-35562,dorothy,r,bell-exum,f,58.0,11/1/1959, 1043  60902  2  1 , 1  moore  street  forest  place ,taringa,4068.0,qld,,bell-exum48@hotmail.com,not-married,178.0,130.0,41.03017295795985,77.0,62.0,0.0,itchy-ear,2017-01-03t24:50+00:00
R13990335,h150939331,theresa,hensley,long,f,56.0,26/2/1964, 1  stead  road  point  cook  home , point  cook ,3030.0,vic, 03  8154  6778 ,jgceclglgr@mail.com,certificate-i,health-support-worker,74850.0, 4545  4797  4115  7708 ,37.0,2020-03-24t12:03+00:00,rec-55723,theresa,hensley,long,f,50.0,26/2/1964, 7841  47426  1  1 , 320  eastern  ridge  hidden  valley  estate ,wallan,,vic,,jgceclglgr.mail.com,married,182.0,76.0,22.944088878154812,79.0,156.0,0.0,fall,2014-01-09t03:39+00:00
R83144350,f148343051,james,john,gearhart,f,49.0,26/12/1971, 8  kalyan  court  holman  place ,cowra,2794.0,nsw, 02  6375  6491 ,james30@hotmail.com,senior-secondary-school,factory-worker,13014.0, 3603  5744  3162  2854 ,29.0,2019-09-23t03:27+00:00,rec-75569,james,john,gearhart,f,44.0,26/12/1971, 6164  54362  2  2 , 1  foggs  crossing  road  dryburgh  cottage , reids  flat ,2586.0,nsw,,james30@hotmail.com,married-de-facto,171.0,73.0,24.96494647925858,78.0,210.0,0.0,fecal-incontinence,2015-10-09t23:41+00:00
R02655901,i159625100,gerald,travis,mears,m,54.0,1/6/1966, 1  baum  road  sea  wings ,waitpinga,5211.0,sa,,mears17@gmail.com,certificate-iii,engineering-worker,80780.0, 1859  2473  9864  5285 ,35.0,2020-01-01t19:48+00:00,rec-21639,gerald,travis,mears,m,52.0,1/6/1966, 7386  80794  2  1 , 1  baum  road  sea  wings ,waitpinga,5211.0,sa, 08  9364  1415 ,mears17@gmail.com,not-married,173.0,112.0,37.421898493100336,76.0,166.0,0.0,left-fifth-digit-numbness,2018-05-15t17:46+00:00
R10869577,g196771850,michael,lee,ortiz,f,25.0,9/6/1994, 26  Moran  Street ,Capella,4702.0,QLD, 07  9994  2949 ,walker.michael@mail.com.au,doctoral-degree,ict-professional,126198.0, 2384  5188  3682  4059 ,7.0,2019-05-02T06:38+00:00,rec-81459,michael,lee,walker,f,21.0,9/6/1994, 5752  94910  2  2 , 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  7700  5663 ,,married,189.0,99.0,27.714789619551524,81.0,277.0,0.0,crying,2015-07-04t17:11+00:00
R75619870,g196771850,michael,lee,walker,f,26.0,9/6/1994, 184  riverview  drive  war  memorial  caravan  park ,berri,5343.0,sa, 08  3486  1479 ,walker.michael@mail.com.au,doctoral-degree,ict-professional,, 2384  5188  3682  4059 ,7.0,2020-06-24t21:23+00:00,rec-81459,michael,lee,walker,f,21.0,9/6/1994, 5752  94910  2  2 , 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  7700  5663 ,,married,189.0,99.0,27.714789619551524,81.0,277.0,0.0,crying,2015-07-04t17:11+00:00
R83842977,d172397848,meagan,christine,pettit,f,25.0,29/6/1992, 43  Casuarina  Road , Alfords  Point ,2234.0,NSW, 02  4971  2654 ,meagan.pettit@yahoo.com,certificate-iv,automotive-worker,74282.0, 9226  0528  3244  7892 ,9.0,2017-01-01T11:25+00:00,rec-21205,meagan,christine,pettit,f,19.0,29/6/1992, 6289  80026  2  3 , 545  longridge  road  huntley ,montana,7304.0,tas, 03  5946  2892 ,meagan.pettit.yahoo.com,not-married,190.0,87.0,24.099722991689752,75.0,186.0,0.0,leg-cramps,2014-08-10t11:33+00:00
R47278938,d172397848,meagan,,pettit,f,28.0,29/6/1992, 545  longridge  road  huntley ,montana,7304.0,tas, 03  5946  2892 ,meagan.pettit@yahoo.com,certificate-iv,automotive-worker,, 9226  0528  3244  7892 ,9.0,2020-04-10t08:07+00:00,rec-21205,meagan,christine,pettit,f,19.0,29/6/1992, 6289  80026  2  3 , 545  longridge  road  huntley ,montana,7304.0,tas, 03  5946  2892 ,meagan.pettit.yahoo.com,not-married,190.0,87.0,24.099722991689752,75.0,186.0,0.0,leg-cramps,2014-08-10t11:33+00:00
R14124224,c144214221,beverly,lokelani,harrison,f,22.0,15/4/1998, 14  carrara  street  ahcl  house ,benowa,4217.0,qld, 07  6810  0961 ,beverly.harrison@mail.com,certificate-iii,ict-technician,126050.0, 6489  7291  9239  0616 ,3.0,2020-06-17t01:32+00:00,rec-65133,beverly,lokelani,harrison,f,13.0,15/4/1998, 5153  22711  1  2 , 3  barnes  drive  sovereign  ridge ,buderim,4556.0,qld, 07  7730  7118 ,beverly.harrison@mail.com,married-de-facto,161.0,41.0,15.817290999575631,81.0,129.0,0.0,poor-balance,2011-11-21t10:24+00:00
R45257392,d149253725,elizabeth,rou,hall,f,25.0,14/11/1995, 195  winland  drive  goolman  street ,yamanto,4305.0,qld, 07  4730  5220 ,elizabeth.hall@mail.com.au,certificate-iv,ict-technician,9999.0, 4270  0072  8522  1054 ,6.0,2020-04-14t18:43+00:00,rec-45605,elizabeth,rou,hall,f,21.0,14/11/1995, 5687  74673  2  2 , 139  highett  street  flt  173 ,richmond,,vic, 03  1056  5786 ,elizabeth.hall@mail.com.au,divorced,199.0,66.0,16.66624580187369,76.0,220.0,1.0,headache,2016-10-16t16:01+00:00
R71302126,d126073211,william,joseph,hammaker,f,18.0,19/11/2002, 1477  freemantle  road  moocooboola ,bathurst,2795.0,nsw,,william.hammaker@gmail.com,senior-secondary-school,casual-worker,0.0, 6096  8666  0214  0554 ,1.0,2020-02-02t19:52+00:00,rec-79595,william,joseph,hammaker,f,14.0,19/11/2002, 9263  47329  1  2 , 1477  freemantle  road  moocooboola ,bathurst,2795.0,nsw, 02  5807  4080 ,,,178.0,75.0,23.671253629592222,73.0,178.0,0.0,coughing-acute-bronchitis,2018-02-01t10:19+00:00
R01000428,e140810020,lewis,bastedo,pickard,m,50.0,6/6/1970, 5  mckay  garden  mckay  gardens  professional  centre ,turner,2612.0,act, 02  6135  0688 ,pickard85@aol.com,certificate-iv,ict-technician,108994.0, 4126  0116  4736  4467 ,28.0,2017-10-18t23:41+00:00,rec-24762,lewis,bastedo,pickard,f,43.0,6/6/1970, 7179  21620  2  1 , 15  john  cleland  crescent  beachwood ,florey,2615.0,act,,,not-married,172.0,148.0,50.02704164413197,74.0,170.0,1.0,query-food-poisoning,2013-07-13t18:58+00:00
