rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-63336,e176290943,pearl,michelle,lynch,f,25,15/7/1992, 3992  48093  1  3 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  1163  8776 ,,divorced,185,132,38,72,248,0,continues-to-have-falls-due-to-parkinson's-disease.-falling-has-increased-in-past-6-month.-increased-the-sinemet-but-otherwise-not-much-can-be-done,2017-02-07t09:05+00:00
rec-83405,f107495817,kevin,lee,young,f,33,22/3/1984, 6073  10447  2  2 , 5  river  park  road  governors  resort , port  macquarie ,,nsw, 02  1983  6364 ,young42.mail.com,married,191,85,23,74,169,0,constipation,2017-03-15t11:27+00:00
rec-7461,d121104769,dustin,robert,winters,m,19,1/9/1999, 9175  36279  2  2 , 215  cottesloe  drive  sailfish  cove , mermaid  waters ,4218,qld,,,married,193,63,16,77,209,0,bowel-obstruction-requiring-emergency-surgery,2018-10-17t07:41+00:00
rec-51949,f100720168,sherry,rose,white,f,49,6/2/1962, 3750  31091  1  2 , 37  gluyas  street  riverside  court ,farrer,2607,act, 02  0507  8856 ,sherry49@mail.com.au,not-married,174,65,21,72,244,1,intermittent-headache,2011-10-25t17:30+00:00
rec-5407,i175195385,hoyle,rashad,gurganious,m,15,20/6/1997, 3494  44022  1  3 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld,,,married,176,56,18,75,210,0,depression-(mild),2012-03-23t17:52+00:00
rec-93596,i137747834,william,leon,kallar,f,18,31/8/1998, 6897  92270  2  2 , 19  seaton  park  close  clovernook ,cundletown,,nsw,,,not-married,172,95,32,76,210,0,cardiac-valve-backflow,2016-04-09t18:33+00:00
rec-14373,g137160503,maria,jane,lee,f,41,11/11/1972, 1104  85641  2  1 , 137  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486,nsw, 02  3874  9867 ,maria34.hotmail.com,not-married,176,97,31,72,182,0,respiratory-flu,2016-09-07t05:16+00:00
rec-84689,h112788272,edward,,gescak,f,53,9/3/1962, 3387  58881  2  1 , 10  crooked  tree  point  glencoe ,cygnet,7112,tas, 03  9337  0106 ,,married,182,-99,40,78,24,0,no.20-(tendonitis),2015-10-23t06:24+00:00
rec-65260,a177233134,karen,m,mosely,f,23,1/6/1997, 7137  86379  1  2 , 157  happy  jack  creek  road  leumeah ,ridgewood,4563,qld, 07  2417  8183 ,phsoqdslis@aol.com,not-married,170,106,36,75,149,0,lower-back-pain-on-left-side-and-pain-goes-toward-his-foot,2020-07-07t21:07+00:00
rec-6601,g177094722,michael,lee,woodard,m,16,16/9/1999, 8375  21230  1  3 , 288  gara  road  barcoo ,armidale,2350,nsw, 02  5135  8266 ,woodard.michael@hotmail.com,not-married,163,52,19,84,220,0,back-pain,2015-01-18t15:24+00:00
rec-35759,d142069251,donald,w,gray,m,24,7/3/1994, 9470  30318  1  3 , 157  bungaree  road  melrose  village , pendle  hill ,,nsw, 02  8758  1265 ,donald.gray@yahoo.com,not-married,190,148,40,71,214,0,fall,2018-09-27t03:50+00:00
rec-44030,i176316119,daren,m,harris,f,23,20/9/1996, 6039  23577  1  2 , 646  maidens  brush  road  henry  kendall  vlge ,wyoming,2250,nsw,,daren.harris@gmail.com,married,174,62,20,69,253,0,wandering,2019-01-05t01:28+00:00
rec-50929,b120535659,stephanie,b,uzzell,f,25,12/2/1989, 2614  81801  2  3 , 2  hawkesbury  road  aquinas  court ,springwood,2777,nsw, 02  8147  8121 ,intdheiamd@aol.com,married-de-facto,165,147,53,78,126,0,depressed-mood,2014-05-04t05:35+00:00
rec-87933,d111371145,john,david,burnish,f,11,11/5/2003, 7274  61829  1  2 , 12  cooreena  road  springfield ,dubbo,2830,nsw,,,n/a,142,63,31,70,203,0,pineal-cyst,2014-07-04t05:04+00:00
rec-76169,c182297222,phillip,e,white,f,11,9/11/2004, 7055  80620  1  3 , 81  wisteria  avenue  onemile  beach  holiday  park , anna  bay ,,nsw, 02  9140  3281 ,,n/a,149,39,17,72,137,0,fell-on-buttocks-while-putting-out-his-garbage,2015-01-07t21:47+00:00
rec-26452,f111207294,ryan,ray,thomas,f,44,24/11/1973, 2238  64534  2  2 , 81  anne  findlay  place  koah  lodge , bateau  bay ,2261,nsw,,nhbphkbdkr@mail.com,married,175,130,42,79,148,0,abdominal-discomfort-is-episodic,2017-12-13t07:25+00:00
rec-9070,c158748033,joanne,joyce,simpson,f,38,31/8/1976, 2946  93864  1  2 , 121  johnston  street  medical  centre ,tamworth,2340,nsw, 02  9926  4509 ,simpson.joanne@mail.com.au,married-de-facto,174,131,43,77,201,0,diarrhea,2014-04-17t21:05+00:00
rec-92433,i173931217,roger,james,williams,f,30,29/10/1986, 9980  48039  1  1 , 100  cheltenham  drive  parkway  centre ,robina,4226,qld, 07  3785  9532 ,,married-de-facto,195,137,36,74,129,0,fall,2016-07-06t01:01+00:00
rec-14654,a118164407,annah-claire,griffin,hostetler,f,15,27/10/1999, 8818  52597  1  2 , 15  mt  doran  road  blue  bridge ,elaine,3334,vic, 03  6231  0598 ,jngfctfkti@hotmail.com,married,158,92,36,75,188,0,chest-pain,2014-01-14t19:53+00:00
rec-84233,g139680350,anthony,anthony,mckoy,f,18,21/2/1997, 6885  21627  2  3 , 1  clegg  road  fairview , wandin  north ,,vic,,anthony75@mail.com,married,166,58,21,69,76,0,rib-pain-from-fall,2015-01-07t06:59+00:00
rec-87530,g101350161,fareed,douglas,meister,f,15,26/11/2000, 3017  48945  1  2 , 30  st  andrews  place  apt  705 , east  melbourne ,3002,vic, 03  0464  6593 ,fareed3@hotmail.com,married,167,76,27,69,197,0,trigger-finger,2015-11-15t08:43+00:00
rec-37941,h171145493,francis,,blue,m,22,8/10/1990, 3494  98350  1  3 , 141  tall  timbers  road  macquarie  shores , lake  munmorah ,2259,nsw,,,married-de-facto,173,69,23,79,136,0,aortic-endograft-repair,2012-08-04t12:58+00:00
rec-23378,h160298530,rosemary,f,chaney-berkeley,f,45,13/1/1970, 4574  39863  1  2 , 1  rockhampton-yeppoon  road  bellingham  estate ,cawarral,4702,qld, 07  3120  7373 ,qrkjrnbbrk@gmail.com,married,197,134,34,71,119,0,ankle-swelling,2015-02-11t07:17+00:00
rec-64037,h145423027,raymond,davis,delehant,m,24,27/1/1995, 5710  46927  1  3 , 204  david  low  way  maroochy  river  resort ,maroochydore,4558,qld,,raymond82@yahoo.com,married,187,89,25,74,252,0,myocardial-infarction,2019-07-16t02:47+00:00
rec-3628,h122080855,mildred,kay,salargo,f,29,11/4/1988, 9009  41620  2  2 , 55  lee  street  weeroona ,stratford,3862,vic, 03  5311  6841 ,salargo94@hotmail.com,not-married,171,105,35,77,184,0,musculskeletal---chronic-sciatica-bi-lat,2017-06-22t19:02+00:00
rec-35683,d118574425,jason,c,coats,m,25,2/9/1992, 5436  11199  2  2 , 95  upper  kangaroo  river  road  oakleigh , kangaroo  valley ,2577,nsw,,tarjtgslmi@hotmail.com,not-married,167,55,19,72,98,0,crying-associated-with-mild-depression,2017-09-10t05:38+00:00
rec-57573,e111505290,monica,d,hayes,m,70,1/1/1947, 5335  50673  2  2 , 10  rutleys  road  mecca  caravan  park ,wyee,2259,nsw,,monica8@aol.com,married-de-facto,169,77,26,82,184,0,intermittent-dizziness,2017-05-23t21:48+00:00
rec-26395,a120382315,linda,lynn,jeffers,f,50,4/8/1967, 3004  21658  1  1 , 119  mckebery  street  coleraine  hospital ,coleraine,3315,vic, 03  7088  1308 ,linda96@yahoo.com,divorced,190,102,28,76,256,1,lp-headache,2017-07-27t12:36+00:00
rec-95155,h131353147,william,wade,ignowski,f,10,5/8/2010, 6992  87285  1  2 , 175  strickland  crescent  john  james  medical  centre ,deakin,,act,,ignowski33@yahoo.com,n/a,131,28,16,76,161,0,barrett's-esophagus-early-dysplasia,2020-02-11t22:02+00:00
rec-66657,d168741168,faith,woolley,collins,f,70,25/5/1947, 6279  18144  1  2 , 11  maud  street  rosetta  village , victor  harbor ,5211,sa, 08  2321  7223 ,,married,198,130,33,85,147,0,crying---pt-reports-due-to-current-stressors,2017-05-13t09:09+00:00
rec-61278,g197766879,sherry,kim,sullivan,f,54,21/8/1964, 3780  93630  1  2 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  0123  1773 ,jssbhassld@mail.com,divorced,168,111,39,76,122,0,left-sciatic-pain,2018-01-20t18:04+00:00
rec-82533,i105688837,john,g,hooks,f,67,18/6/1950, 5167  54202  1  2 , 203  mountain  highway  wantirna  crn  park ,wantirna,3152,vic,,hooks.john@mail.com.au,married,175,143,46,76,211,0,fall,2017-12-25t02:33+00:00
rec-3874,c118929434,diane,hamer,hardy,f,15,6/11/2000, 2364  45521  1  2 , 82  kellehers  road  adair ,pomona,4568,qld, 07  8774  0853 ,,married,175,63,20,78,184,0,esophagitis,2015-08-14t19:29+00:00
rec-87974,i144502284,thomas,joshua,gilliam,f,16,11/11/1997, 6414  27619  1  2 , 4  mcintyre  street  lyndhurst ,hamilton,3300,vic, 03  2213  2697 ,thomas.gilliam@yahoo.com,married,162,55,20,73,151,0,abdominal-discomfort,2013-02-27t03:44+00:00
rec-52619,a191967503,zachary,ivan,ward,m,8,16/11/2008, 8575  81102  2  3 , 181  elizabeth  street  westella ,hobart,7000,tas,,igirlddlgr@mail.com,n/a,129,37,22,78,98,0,drowsiness,2016-06-18t03:24+00:00
rec-36096,b147801528,william,allen,dickson,m,47,31/3/1969, 1593  30315  2  1 , 562  bluff  road  concierge  bayside ,hampton,3188,vic, 03  8580  2434 ,,married-de-facto,198,62,15,78,165,0,sweating,2016-07-06t02:57+00:00
rec-49491,h117622102,philip,m,mckenzie,m,32,6/1/1985, 8909  61709  1  1 , 1  moonie  highway  menangle ,kupunn,4405,qld,,,separated,173,74,24,75,96,0,headaches,2017-08-21t02:48+00:00
rec-1461,h117852695,anthony,l,wiggins,m,19,15/5/1999, 6679  90030  1  3 , 38  terrigal  drive  tangari  vlg ,terrigal,2260,nsw, 02  9368  9196 ,anthony85@mail.com,married,189,148,41,77,168,0,microcytic-anemia,2018-06-26t03:07+00:00
rec-88829,g116389290,michael,duane,jones,f,64,29/5/1952, 8804  33028  2  1 , 6  stephanie  close  villa  3 , sandy  bay ,7006,tas,,mjifspcoek@mail.com.au,married,189,123,34,70,171,0,coughing,2016-04-20t24:02+00:00
rec-66733,a127208788,arthur,hall,clark,m,26,22/1/1988, 8722  59985  1  2 , 27  bridge  street  upstairs  flat ,uralla,,nsw,,,divorced,198,124,31,76,172,0,impetigo,2014-12-04t07:11+00:00
rec-49858,c123096534,darlene,lynn,ward,f,31,21/9/1988, 2292  69483  2  2 , 14  fleetwood  court  freshwater  pnt , armstrongs  beach ,4812,qld, 07  7893  3299 ,gqmoieijib@gmail.com,married,167,133,47,72,177,0,moderate-anxiety-reported-on-npi-q-by-stuyd-partner,2019-05-12t18:35+00:00
rec-36103,h108693228,david,richard,sprouse,m,60,29/5/1955, 9563  22838  1  1 , 265  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,,nsw, 02  5838  4803 ,,married,179,61,19,69,116,0,insomnia,2015-02-07t24:15+00:00
rec-749,g157383694,david,michael,dubose,m,11,22/1/2005, 3969  38658  2  2 , 1  johneva  avenue  rose  leigh ,wodonga,3690,vic, 03  1365  6365 ,dubose.david.aol.com,n/a,141,60,30,76,199,1,nausea,2019-02-21t05:25+00:00
rec-69141,h180140240,sarah,l,mansholt,f,28,2/9/1990, 8125  66595  2  2 , 5  turner  street  greenhaven ,barry,2799,nsw, 02  8389  7172 ,mansholt15@mail.com,divorced,195,84,22,71,115,0,questionable-seizures,2018-05-15t03:23+00:00
rec-83825,f155794519,robert,earl,salmon,f,53,8/11/1960, 2651  37223  1  2 , 1  lugano  street  lugano ,rugby,,nsw,,robert.salmon@yahoo.com,married-de-facto,178,98,30,78,228,1,diarrhea,2013-05-22t20:41+00:00
rec-71281,e152472101,donald,demarque,arthur,m,6,21/2/2007, 4246  49368  2  3 , 20  harriman  court  nuffield  vlge , castle  hill ,2154,nsw,,arthur70@mail.com,n/a,105,22,19,75,195,0,allergies,2013-07-03t13:55+00:00
rec-5964,b126207789,leonard,heriot,dale,m,37,10/2/1977, 3452  14590  1  1 , 12  day  road  section ,lameroo,,sa, 08  4333  2003 ,,married,180,61,18,80,183,0,lightheadedness/dizziness,2014-03-23t17:12+00:00
rec-97724,i172346979,douglas,alan,richardson,f,59,22/1/1954, 4788  86737  2  2 , 6968  channel  highway  dovedale , gardners  bay ,7112,tas, 03  0069  5294 ,richardson.douglas@yahoo.com,married,178,-99,37,74,220,0,ankle-swelling,2013-01-13t21:12+00:00
rec-73097,b104295330,jatavious,l,crouse,f,58,17/3/1960, 2994  93971  2  2 , 246  bathurst  street  greenock ,hobart,7000,tas, 03  5422  9739 ,,divorced,190,89,24,66,89,0,retention-cyst-in-right-maxillary-sinus,2018-05-06t05:13+00:00
rec-36837,h157652181,charles,cory,winfree,m,58,21/11/1956, 4233  57495  2  2 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld,,winfree.charles.gmail.com,not-married,167,70,25,73,241,0,right-arm-soreness,2014-01-08t06:39+00:00
rec-89977,i133057733,dennis,mark,bullock,f,61,8/5/1955, 1881  97904  1  1 , 185  broadsound  road  tropical  caravan  park ,paget,4740,qld,,bullock.dennis.hotmail.com,married,193,72,19,75,121,0,agitation,2017-08-11t06:20+00:00
rec-82846,e160970327,alton,leroy,farrington,f,38,11/5/1977, 9303  18892  2  1 , 736  beams  road  villa  28 ,carseldine,4034,qld,,alton83@mail.com.au,not-married,187,-99,20,69,173,1,back-pain,2015-11-14t24:57+00:00
rec-19626,a159102069,celia,,blackwell,f,19,23/2/1996, 7772  19499  1  3 , 52  university  way  hibiscus  resort , sippy  downs ,4556,qld, 07  8724  5957 ,blackwell32@mail.com.au,married-de-facto,166,55,19,77,149,0,low-vitamin-b-12,2015-08-08t17:14+00:00
rec-90368,h196362414,eddie,lamar,lemaster,f,9,1/6/2003, 4842  92803  2  3 , 58  findlay  place  kiah  lodge , bateau  bay ,2261,nsw, 02  1286  2820 ,eshctmjssa.gmail.com,n/a,135,41,22,74,278,0,fall,2012-11-12t20:05+00:00
rec-51255,a172074826,wendy,june,drye,f,6,30/7/2008, 8866  92306  1  2 , 47  union  street  fitzroy  house , lismore  south ,2480,nsw, 02  9647  4128 ,,n/a,110,20,16,82,216,0,drowsiness,2014-11-20t07:23+00:00
rec-29246,h195400686,kathryn,jean,ruby,f,12,5/10/2005, 6382  91382  2  3 , 9  hooker  boulevard  edgewater , broadbeach  waters ,4218,qld, 07  1918  1782 ,fipaprfeai@hotmail.com,n/a,159,40,15,76,201,0,diabetes,2017-11-08t22:31+00:00
rec-13240,i105696049,garry,edward,washington,m,23,6/12/1993, 8135  70975  1  2 , 8  robe  street  flt  7 , st  kilda ,,vic,,washington60@yahoo.com,married-de-facto,187,96,27,79,100,0,low-energy,2016-02-27t23:16+00:00
rec-87859,g116097973,michael,franklin,lowman,f,56,16/8/1957, 1452  16810  2  1 , 4  maud  street  rosetta  village , victor  harbor ,5211,sa,,michael.lowman@mail.com.au,divorced,196,126,32,71,246,0,worsening-blurred-vision,2013-02-25t04:21+00:00
rec-20027,e148171107,harvey,allen,crawford,m,35,10/4/1981, 7111  49736  2  2 , 142  haighs  road  waldhugel ,tanja,,nsw, 02  8719  8382 ,crawford90@mail.com,married,176,113,36,83,181,0,fall,2016-08-25t06:27+00:00
rec-75653,f111432966,oliver,ray,haynes,f,56,15/10/1956, 5592  63683  1  1 , 90  black  creek  road  the  ridge  wayvia ,kendall,2439,nsw, 02  7130  8201 ,,married,186,105,30,70,169,1,gastric-ulcer,2012-05-08t23:49+00:00
rec-29731,f104964435,byron,delma,lineberry,m,18,18/7/2000, 9248  25321  2  2 , 1  bungonia  road  maylyn  lodge ,marulan,2579,nsw,,byron.lineberry@gmail.com,married,179,98,30,79,157,0,common-cold,2018-03-17t11:43+00:00
rec-27088,a130299972,luis,lyle,watts,f,15,13/6/2001, 9050  33969  1  2 , 1  hardcastle  road  finis  river , dundee  beach ,0840,nt,,watts28@mail.com,not-married,174,50,16,72,202,1,low-energy,2016-04-12t20:15+00:00
rec-10117,i110928170,charlene,mary,mclamb,f,6,3/7/2014, 6101  76934  1  3 , 9  farmborough  road  farmborough  grove  retrmnt  vlge , farmborough  heights ,2526,nsw, 02  2359  9602 ,,n/a,110,18,14,77,139,0,musculoskeletal-pain-(neck),2020-04-26t01:51+00:00
rec-58911,e135622775,lesa,erica,chipman,f,45,7/12/1972, 9136  91764  2  1 , 1  hackett  street  spinaway  garden ,mandurah,,wa,,,married-de-facto,187,141,40,72,186,0,left-foot-tendonitis,2017-08-08t03:21+00:00
rec-32370,f144650812,amanda,,lee,f,49,27/5/1966, 1857  34692  1  1 , 59  moore  street  rosebay  cottage ,westbury,7303,tas,,lee100@hotmail.com,not-married,189,142,39,72,162,0,headache,2015-08-10t07:43+00:00
rec-73022,h189136149,richard,brent,costelloe,f,46,27/9/1965, 3859  42577  2  2 , 154  greeves  drive  walmsley  friendship  vlge ,kilsyth,3137,vic,,richard70@hotmail.com,not-married,199,147,37,78,190,0,anemia,2011-09-17t11:26+00:00
rec-34147,h142292599,stacy,peters,endicott,f,16,4/7/1996, 5124  32988  1  2 , 56  lochinvar  place  st  agnes  vlge , port  macquarie ,2444,nsw, 02  4107  8153 ,stacy.endicott@gmail.com,divorced,165,91,33,75,90,0,bruising-to-arm-from-study-blood-draw,2012-12-26t03:55+00:00
rec-5788,c195570673,theresa,petteway,harper,f,53,17/3/1963, 1060  19808  1  1 , 24  sixteenth  avenue  baybreeze ,brighton,4017,qld, 07  5896  9950 ,theresa.harper@aol.com,married,182,130,39,68,231,0,depressed-mood,2016-10-22t06:05+00:00
rec-31067,h122599502,shaun,aneeb,brittain,m,23,15/3/1995, 6134  60722  2  2 , 1040  northern  highway  paroo ,bylands,3762,vic, 03  6463  2864 ,shaun36@yahoo.com,not-married,173,125,41,73,239,0,low-energy,2018-08-12t05:40+00:00
rec-10330,e165755133,ryan,david,perry,f,32,10/5/1982, 2173  80118  2  1 , 65  highfields  road  concept ,highfields,4352,qld, 07  1383  9174 ,,not-married,184,101,29,79,157,0,post-lp-headache-(1/10-pain-scale),2014-09-16t22:14+00:00
rec-12781,g132560542,robert,alan,pierce,f,46,22/8/1972, 7790  44025  2  1 , 250  baltimore  parade  raafa  estate ,merriwa,,wa,,pierce.robert@hotmail.com,not-married,188,85,24,73,148,0,worsening-of-depressive-symptoms-depression,2018-12-01t14:52+00:00
rec-16956,b180473294,connie,louise,warner,f,50,23/10/1965, 8567  24008  1  1 , 134  main  street  rothley ,montville,4560,qld, 07  4824  3623 ,warner93@hotmail.com,married,181,-99,25,78,118,0,muscle-cramps,2015-02-25t02:59+00:00
rec-62630,i131519853,jennifer,lynne,allen,f,66,20/11/1949, 9087  13267  1  1 , 1  belconnen  way  belconnen  animal  hospital  (cnr  coulter  d ,weetangera,,act, 02  2725  1030 ,,not-married,179,135,42,73,172,0,vomiting-associated-with-possible-stomach-virus,2015-12-19t02:02+00:00
rec-82789,f135944572,robert,,shaw,f,15,7/2/2002, 8333  87152  2  3 , 13  henty  street  northbourne  flts ,braddon,2612,act, 02  0678  0408 ,,n/a,169,-99,18,75,130,0,dry-mouth,2017-09-27t18:33+00:00
rec-64644,c138432711,paul,lee,crofoot,m,22,5/6/1997, 7175  40528  2  3 , 11  raleigh  street  flt  24 ,prahran,,vic,,rfetkksqig.gmail.com,married,169,143,50,73,186,0,prostatitis,2019-01-10t02:03+00:00
rec-33414,e102066877,alexa,nicole,temple,f,15,2/7/2002, 6718  93008  2  3 , 7  glady  manley  avenue  villa  1 ,kincumber,2251,nsw,,alexa92@mail.com,n/a,176,53,17,72,55,0,palpitation,2017-05-18t14:22+00:00
rec-75841,c189366518,richard,glenn,hutchings,f,21,10/2/1997, 3152  84966  2  3 , 123  nerang  street  pacific  private  clinic ,southport,4215,qld, 07  0908  1776 ,hutchings32@gmail.com,married,199,138,34,76,119,1,headaches,2018-08-09t14:55+00:00
rec-13093,f143994215,paul,ray,ring,m,38,8/6/1977, 9087  16381  1  2 , 82  marine  parade  aries  bldg  (cnr  warner  s  street ,coolangatta,4225,qld,,,married,169,133,46,72,172,0,pneumonia,2015-08-01t07:38+00:00
rec-18276,i172839130,delia,,rose,f,56,24/11/1958, 9500  90294  2  2 , 1  deanmore  road  villa  17 ,karrinyup,,wa, 08  9174  1326 ,rose83.gmail.com,separated,168,122,43,78,249,1,shortness-of-breath,2016-06-10t18:37+00:00
rec-185,c124692158,laura,vanburen,scotto,f,53,21/7/1960, 5498  91533  2  1 , 51  merlin  crescent  flt  7 ,corio,,vic, 03  2098  2822 ,scotto22@gmail.com,widowed,191,138,37,74,140,0,headache,2013-09-20t10:31+00:00
rec-32985,a199844075,esther,best,carr,f,21,25/8/1992, 3436  33003  1  3 , 206  back  eildon  road  glengarry ,thornton,3712,vic,,carr.esther@mail.com,married,199,82,20,76,189,0,fall,2013-04-10t14:26+00:00
rec-25452,c178988254,robert,harold,romeo,m,53,5/12/1963, 9257  64264  1  2 , 115  nerrena  hall  road  callemondah ,leongatha,3953,vic,,romeo.robert@mail.com,not-married,192,72,19,72,124,0,incontinence,2016-01-24t19:13+00:00
rec-19845,i109778533,jessica,nicole,hayes,f,65,13/10/1951, 6752  56691  2  2 , 5  saintly  court  thuringowa  city ,kelso,4815,qld,,hayes.jessica@mail.com.au,divorced,193,55,14,79,112,1,dry-skin-on-face-and-right-earlobe,2016-10-17t20:06+00:00
rec-8621,b128935360,peggy,medford,arnold,f,63,3/10/1956, 5285  15888  1  1 , 155  denham  street  st  james  place ,townsville,4810,qld, 07  2494  0412 ,,married,168,-99,37,73,145,0,restless-leg-syndrome,2019-10-16t22:42+00:00
rec-86432,b199072050,stuart,kyle,rupolo,m,70,23/9/1947, 7679  17588  1  2 , 7  butters  street  granny  flat ,moil,,nt, 08  1986  6693 ,stuart14@gmail.com,married,168,91,32,73,193,0,right-knee-pain,2017-05-22t08:51+00:00
rec-97954,c136035305,billy,justin,simmons,f,21,2/5/1994, 1686  25689  1  2 , 42  gordon  street  coffs  medical  centre , coffs  harbour ,2450,nsw,,simmons.billy@hotmail.com,married,179,60,18,84,295,0,cataract-surgery,2015-03-04t24:48+00:00
rec-24418,c121932943,betty,michelle,joslin,m,32,29/5/1983, 8835  25913  1  2 , 85  belinda  street  mayflower  vlge ,gerringong,,nsw, 02  8672  5831 ,joslin27@aol.com,married-de-facto,184,118,34,76,126,0,middle-of-the-night-insomnia,2015-04-19t13:20+00:00
rec-43311,b141718746,deborah,price,harrington,f,7,25/9/2013, 3262  68056  2  2 , 13  cavenagh  street  carpentaria  house ,darwin,0800,nt, 08  7843  4704 ,deborah72@mail.com,n/a,114,34,26,76,79,0,pacemaker-implanted,2020-04-10t09:36+00:00
rec-28363,a147455860,vangelia,suzanne,drake,f,53,1/3/1965, 1064  92975  1  1 , 1  milikapiti  street  snake  bay , melville  island ,0822,nt, 08  4943  4684 ,drake.vangelia@mail.com.au,married,170,70,24,76,114,0,fell,2018-07-09t10:47+00:00
